uid,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24
5lz3,train,train,train,train,train,train,train,val,train,train,train,train,val,val,train,val,train,train,train,val,train,val,train,train,train
5lz6,val,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,val,val,train
5m2i,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
5m2j,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
5m2o,train,train,val,val,train,train,val,train,val,train,val,train,val,val,train,train,train,train,val,train,train,val,train,train,val
5m72,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,val,train,train,train,train,train,train
5ma4,val,train,train,train,val,val,train,val,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,val,train
5mak,val,train,train,train,val,val,train,val,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,val,train
5mes,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train
5mi0,train,train,train,val,train,train,train,train,val,val,train,val,train,train,train,train,train,train,train,train,train,val,val,train,train
5ml9,train,train,val,train,val,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,val,train
5mn2,train,train,val,train,val,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,val,train
5mr4,train,train,val,train,train,train,val,val,val,train,val,train,val,train,train,train,train,train,train,train,train,train,val,val,train
5mtj,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5mv8,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,val
5my6,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
5mzv,train,val,train,val,val,train,val,train,val,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train
5n47,train,train,train,train,train,train,train,val,val,val,val,val,train,train,val,train,train,train,val,val,train,val,train,train,train
5n88,val,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,val,val,train,train
5nh3,val,train,train,train,val,train,train,val,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,train,train
5nl1,train,val,train,val,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,train,val,train,val,val,train
5nmv,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5npo,train,train,train,train,train,train,train,train,train,train,val,val,val,val,val,train,train,train,train,train,train,train,val,train,val
5nt1,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train
5nt7,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,val,val
5nus,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,train,val,val,train,train,train,train,val,train,train
5nvk,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,val,train,train,train,train
5nvl,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,val,train,train,train,train
5nvm,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,val,train,train,train,train
5nwm,train,val,train,val,train,train,train,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,val,train
5o0w,train,train,train,train,train,train,train,train,train,train,train,val,val,val,train,train,train,val,train,val,train,train,val,train,train
5o2s,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5o2t,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5o74,train,train,train,train,train,train,val,train,val,train,val,val,train,train,val,train,train,val,val,train,train,val,val,train,train
5odw,train,val,val,train,val,train,train,val,train,val,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train
5oen,train,train,val,train,train,train,val,val,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,val,val
5omn,val,train,val,val,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train
5otj,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5ovw,val,train,train,train,train,val,train,train,val,train,val,train,val,val,val,train,train,train,train,train,train,train,train,val,val
5oy9,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train
5oyl,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train
5szh,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train
5szi,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train
5t29,val,train,val,train,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,val,train,train,val,train
5t5f,train,train,train,train,train,train,train,train,train,val,val,val,val,val,train,train,train,val,train,train,train,val,train,val,val
5tfw,val,train,val,train,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,val,train,train,val,train
5th9,val,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train
5tp6,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,val,val,train,train
5tru,train,train,train,train,train,val,val,train,val,val,train,train,train,val,train,train,val,train,train,train,val,train,val,val,train
5tvq,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train
5tz2,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5tzn,train,val,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val
5tzp,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,val,val,train,train,val,train,val,val,train
5tzq,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,val,val,train,train,val,train,val,val,train
5tzt,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5u4k,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train
5u4m,val,train,val,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train
5u4y,val,val,train,train,train,train,train,train,val,val,train,train,train,val,train,train,val,train,train,train,train,val,val,train,val
5u52,val,val,train,train,train,train,train,train,val,val,train,train,train,val,train,train,val,train,train,train,train,val,val,train,val
5ua4,train,train,train,val,train,train,train,train,val,val,val,val,train,train,val,train,train,val,val,train,val,train,val,train,train
5un7,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train
5ush,train,train,train,train,val,train,val,val,val,train,val,train,val,train,train,train,val,val,train,train,train,train,train,val,train
5usl,train,train,train,train,val,train,val,val,val,train,val,train,val,train,train,train,val,val,train,train,train,train,train,val,train
5utz,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5uwh,train,train,train,train,val,train,val,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,val,val,train
5v52,train,train,val,val,train,train,val,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,val,train
5v5i,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train
5v69,train,train,train,train,train,train,train,val,val,val,val,train,train,val,val,train,train,val,train,train,train,val,train,train,train
5vkl,train,val,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,val,train,val
5vt9,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,val
5vwy,train,train,train,val,train,train,train,train,train,val,train,val,train,val,val,train,train,val,train,val,train,train,train,val,train
5vx0,train,train,train,val,train,train,train,train,train,val,train,val,train,val,val,train,train,val,train,val,train,train,train,val,train
5vyf,train,train,train,val,train,val,train,train,train,val,train,train,val,val,val,train,val,train,train,train,val,val,train,train,train
5vz4,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,val,val,train,train,train,val,train,train
5vzm,train,val,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
5w06,train,train,val,val,val,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train
5w0k,train,train,val,train,train,val,val,val,val,train,train,val,val,val,train,train,train,train,train,train,train,val,val,train,val
5w1m,train,val,train,val,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,train,val,train,val,train,train
5w3x,train,val,train,val,train,train,val,val,train,train,train,train,train,train,train,train,train,train,val,val,val,train,val,val,val
5w9a,train,val,train,val,train,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train
5wb8,train,train,val,val,train,train,train,train,val,train,val,val,val,train,train,train,val,val,train,train,train,train,train,val,val
5wos,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,val,val,train,train,val,train,val,val,train
5wql,train,train,train,train,train,train,train,val,val,val,train,val,train,train,val,val,train,val,train,train,val,train,train,val,train
5wt9,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5wuj,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train
5xco,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train
5xda,val,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,train
5xj3,train,train,train,train,train,val,val,train,val,val,train,train,train,val,train,train,val,train,train,train,val,train,val,val,train
5xj4,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5xjm,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train
5xln,train,train,val,train,train,train,val,train,train,train,train,train,train,val,val,val,train,train,train,train,train,train,train,train,train
5xmh,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5xnp,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5xoc,train,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,train,train,train,train,train
5xod,val,val,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train
5xqz,val,train,train,train,train,train,train,val,train,val,train,val,train,train,train,train,val,train,val,train,train,train,train,train,val
5xsq,train,train,val,train,train,train,val,train,val,train,train,train,train,train,val,val,train,train,val,train,train,val,train,val,train
5xv8,train,train,val,train,train,train,train,val,train,val,train,train,val,val,train,train,val,train,train,train,train,val,val,train,train
5y11,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,val,val,train,train,train,val,train,train,val,train
5y80,train,train,train,val,train,train,train,train,val,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train
5yip,train,train,train,train,train,val,val,val,val,train,train,val,train,val,train,train,train,train,train,val,val,train,train,val,train
5yir,val,train,val,val,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,val,train,val,train,val,val
5yoy,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
5yr0,train,train,val,train,train,val,val,train,train,val,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train
5ywo,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5ywp,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5ywr,train,train,train,val,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train
5zau,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train
5zqv,train,train,val,val,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train
5zxv,train,train,train,train,train,val,train,train,train,val,val,val,val,train,val,train,train,train,train,train,train,train,train,train,train
6a3w,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6a6i,val,train,val,train,val,train,val,train,train,train,val,val,val,train,train,train,train,train,train,train,train,val,train,train,train
6a78,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6a79,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6aaf,train,train,val,train,train,train,val,val,val,train,val,train,train,train,val,val,val,train,train,train,val,train,train,train,train
6akm,val,train,train,train,val,val,train,train,val,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train
6amb,train,train,train,train,train,train,val,train,train,val,train,train,val,train,train,val,train,val,train,train,train,train,train,train,train
6arq,train,train,train,val,val,train,train,val,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train
6atk,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train
6aw2,val,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train
6b12,train,train,train,train,train,val,train,val,val,val,train,val,val,train,train,val,train,train,train,train,val,val,train,train,val
6b8n,train,train,train,train,val,train,val,train,train,val,val,train,train,train,train,val,train,train,train,train,val,train,train,val,train
6ba6,val,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,val,train
6bit,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6bw9,train,val,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,val,train,val,val,train,train,train,train
6bxa,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6bxc,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6ch2,train,train,train,train,train,train,val,train,train,train,val,train,val,train,val,val,train,train,train,val,train,train,train,train,train
6ch3,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val
6cmg,train,val,val,val,val,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train
6cwt,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train
6d6t,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,val,val,val,train,val
6d6u,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,val,val,val,train,val
6dc3,val,train,val,train,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,val,train,train,val,train
6ddm,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6ddv,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6dkj,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6dsl,train,train,val,val,val,val,train,train,train,train,val,val,train,train,train,val,train,train,train,train,val,train,train,train,train
6e2p,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,train,val,train,train
6eg1,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6ejg,train,train,val,train,val,train,val,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,val,train,train
6ejm,train,train,val,train,val,train,val,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,val,train,train
6ere,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,val,val,val,train,train,val,train,train,val,train
6ewb,val,train,val,val,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train
6f0f,train,train,train,train,val,train,val,val,val,train,train,val,train,train,train,train,val,val,train,val,train,val,train,val,train
6f0g,train,train,train,train,val,train,val,val,val,train,train,val,train,train,train,train,val,val,train,val,train,val,train,val,train
6f2g,train,val,train,val,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,train
6f3z,train,val,train,val,val,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,train,val,val,train,train
6fbx,train,train,train,train,train,train,val,val,train,val,train,train,train,val,val,train,val,train,train,train,train,train,train,val,train
6fc3,val,train,train,train,val,train,train,train,train,train,train,train,val,train,val,train,val,val,val,train,train,train,train,train,train
6fe4,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,val
6ff3,val,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train
6fg8,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6flb,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6flc,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6fub,train,train,train,train,train,val,val,train,val,train,train,val,train,train,val,val,val,train,train,train,train,val,train,val,train
6fuz,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,val,train,train,val,train,train
6g04,train,train,train,train,train,train,val,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train,train,val,train
6gbg,val,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train
6gbh,val,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train
6gbu,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6gd5,val,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,val,train,train,train
6gho,val,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,val,train,val,train,train
6gjq,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val
6gku,train,val,train,train,train,val,train,train,val,train,val,val,train,val,train,train,train,train,train,train,val,train,train,val,train
6h15,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
6h16,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
6h3t,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train
6h3u,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train
6h71,val,train,val,val,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train
6h9n,train,train,train,train,train,train,val,train,val,train,val,train,val,train,train,train,train,val,train,train,train,train,val,val,val
6hhc,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
6hul,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train
6i07,train,train,val,train,train,train,train,train,val,val,val,train,train,train,val,train,train,train,train,train,val,train,train,train,val
6i2m,val,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train
6idx,train,val,val,train,train,train,train,train,train,train,train,train,train,val,val,val,train,train,train,train,val,train,train,train,train
6iec,train,val,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train
6ihb,train,train,train,val,val,train,val,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train
6ii4,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6im9,val,train,train,train,train,train,val,val,train,val,train,val,val,train,train,train,val,train,train,train,train,train,train,val,train
6ird,train,train,train,train,val,train,train,train,val,train,train,val,val,train,val,train,train,val,train,train,train,train,val,train,train
6isc,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6iua,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,val,val,train,val,train
6ivu,train,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,val,train,train,train,val,train,train,train
6iw0,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6iw8,train,train,train,train,val,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val
6j56,train,train,train,val,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,val
6j5f,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6j6y,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6j7w,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,train,val
6j9h,train,train,val,train,train,train,val,train,train,val,train,val,val,val,train,train,val,val,train,val,train,train,train,train,train
6jb2,val,train,train,val,val,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train,train
6jb8,val,train,train,val,val,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train,train
6jbt,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6jcs,val,train,train,train,train,train,val,train,train,train,val,train,val,train,val,train,val,train,train,val,val,val,train,val,train
6jep,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6jhw,train,train,train,val,train,train,train,val,val,val,train,train,val,train,train,train,train,train,train,train,train,train,train,val,train
6k06,train,train,train,train,val,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val
6k4k,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,val,train
6k7o,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6kbm,train,train,val,train,train,train,train,train,train,train,train,val,val,train,val,val,val,train,train,train,train,train,train,train,val
6kbn,train,train,val,train,train,train,train,train,train,train,train,val,val,train,val,val,val,train,train,train,train,train,train,train,val
6kbr,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,train,train,train,val,val,val,train,val,train,train
6m7l,train,train,train,train,train,train,val,train,train,train,val,train,train,val,val,train,train,train,val,train,val,train,train,train,val
6m9k,train,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train
6mc9,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,val
6mkz,train,train,val,train,train,train,train,val,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val
6mlk,train,val,train,val,train,train,val,val,val,train,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train
6mlm,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6mud,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,val
6n85,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6n9d,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,train,val,val
6ndz,val,train,val,train,val,train,val,train,val,train,val,train,train,train,train,train,val,val,train,val,train,val,train,train,val
6ne1,val,train,val,train,val,train,val,train,val,train,val,train,train,train,train,train,val,val,train,val,train,val,train,train,val
6nmr,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6nms,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6nmt,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6nmu,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6nmv,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6o3b,val,train,val,train,val,train,val,train,val,train,val,train,train,train,train,train,val,val,train,val,train,val,train,train,val
6on9,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6osw,train,train,val,train,val,train,train,train,train,train,val,train,val,train,train,val,train,train,train,train,train,val,train,train,train
6otc,train,train,train,val,val,train,train,val,train,train,train,val,val,val,train,train,train,train,train,val,val,train,train,train,train
6ov2,val,train,train,val,train,train,train,val,train,train,val,val,train,train,train,train,train,train,train,train,val,val,train,val,val
6oy4,train,train,val,train,train,train,train,train,val,val,train,train,train,train,val,val,val,val,train,train,train,val,train,train,train
6p50,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6p7s,val,train,train,val,val,val,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train
6p7y,val,train,train,val,val,val,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train
6pdx,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6phd,val,train,train,train,train,train,val,val,train,val,train,val,val,train,train,train,val,train,train,train,train,train,train,val,train
6plk,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
6ppg,train,train,train,val,val,train,train,train,train,train,train,val,train,val,train,train,val,train,train,train,val,val,train,train,train
6pxh,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,val,val,train,train,train,val,val
6q69,train,train,train,train,train,train,val,train,val,val,train,train,train,train,train,train,val,val,train,train,val,val,train,train,train
6qb3,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train
6r2s,train,train,train,train,val,train,val,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train
6s29,val,train,train,train,train,train,train,val,train,val,val,train,train,train,val,train,val,train,train,train,val,train,val,val,train
6sak,val,train,train,train,val,val,val,val,train,val,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train
6saz,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,train,train
6thg,val,train,train,val,val,val,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train
6uys,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,val,train,val,train,train,val,train,val,train,train
6uyu,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,val,train,val,train,train,val,train,val,train,train
7sq2,val,train,train,val,train,val,train,train,train,train,val,train,val,val,train,train,train,train,train,train,val,train,train,train,train
